,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric
13112,May,2021,San Joaquin,CA,Passenger,1,0,1,105,106,0.94
13113,May,2021,Howard,IN,Passenger,0,1,1,3,4,25.0
13114,May,2021,El Paso,TX,Passenger,3,0,3,375,378,0.79
13115,May,2021,Pend Oreille,WA,Truck,0,0,0,5748,5748,0.0
13116,May,2021,Kitsap,WA,Truck,0,0,0,54547,54547,0.0
13117,May,2021,Hamilton,IN,Passenger,2,0,2,33,35,5.71
13118,May,2021,Richland,SC,Passenger,0,1,1,139,140,0.71
13119,May,2021,Sarasota,FL,Passenger,2,0,2,27,29,6.9
13120,May,2021,Clallam,WA,Truck,1,0,1,22005,22006,0.0
13121,May,2021,Platte,MO,Passenger,1,0,1,18,19,5.26
13122,May,2021,Missoula,MT,Passenger,1,0,1,61,62,1.61
13123,May,2021,Howard,MD,Passenger,0,1,1,61,62,1.61
13124,May,2021,Multnomah,OR,Passenger,2,5,7,649,656,1.07
13125,May,2021,Asotin,WA,Truck,0,0,0,6783,6783,0.0
13126,May,2021,Hampshire,MA,Passenger,1,0,1,6,7,14.29
13127,May,2021,Jefferson,NY,Passenger,0,1,1,210,211,0.47
13128,May,2021,Klamath,OR,Passenger,1,0,1,31,32,3.12
13129,May,2021,Pennington,SD,Passenger,1,0,1,31,32,3.12
13130,May,2021,Benton,WA,Passenger,504,385,889,136106,136995,0.65
13131,May,2021,Montgomery,MD,Passenger,2,1,3,226,229,1.31
13132,May,2021,Ray,MO,Passenger,0,1,1,1,2,50.0
13133,May,2021,Portsmouth,VA,Passenger,0,1,1,77,78,1.28
13134,May,2021,Owyhee,ID,Passenger,1,0,1,3,4,25.0
13135,May,2021,Columbia,WA,Passenger,6,3,9,2476,2485,0.36
13136,May,2021,Kittitas,WA,Truck,0,0,0,14768,14768,0.0
13137,May,2021,Lewis,WA,Passenger,157,135,292,59809,60101,0.49
13138,May,2021,Pierce,WA,Passenger,3382,1941,5323,559989,565312,0.94
13139,May,2021,San Juan,WA,Passenger,423,131,554,14216,14770,3.75
13140,May,2021,Flathead,MT,Passenger,1,0,1,44,45,2.22
13141,May,2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
13142,May,2021,Arapahoe,CO,Passenger,1,0,1,112,113,0.88
13143,May,2021,Klickitat,WA,Truck,0,0,0,8263,8263,0.0
13144,May,2021,Sumter,SC,Passenger,0,1,1,39,40,2.5
13145,May,2021,Skamania,WA,Truck,0,0,0,4030,4030,0.0
13146,May,2021,Lake,FL,Passenger,1,0,1,22,23,4.35
13147,May,2021,Bexar,TX,Passenger,3,4,7,530,537,1.3
13148,May,2021,New York,NY,Passenger,1,0,1,47,48,2.08
13149,May,2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
13150,May,2021,Clackamas,OR,Passenger,2,0,2,172,174,1.15
13151,May,2021,Milwaukee,WI,Passenger,1,0,1,38,39,2.56
13152,May,2021,Pinellas,FL,Passenger,0,1,1,94,95,1.05
13153,May,2021,Denver,CO,Passenger,1,0,1,110,111,0.9
13154,May,2021,Harnett,NC,Passenger,1,1,2,172,174,1.15
13155,May,2021,El Dorado,CA,Passenger,1,0,1,29,30,3.33
13156,May,2021,Nassau,NY,Passenger,3,0,3,25,28,10.71
13157,May,2021,San Francisco,CA,Passenger,1,1,2,87,89,2.25
13158,May,2021,Montgomery,PA,Passenger,1,0,1,24,25,4.0
13159,May,2021,Chelan,WA,Passenger,322,98,420,54729,55149,0.76
13160,May,2021,Montgomery,OH,Passenger,0,1,1,57,58,1.72
13161,May,2021,Wilson,NC,Passenger,1,0,1,0,1,100.0
13162,May,2021,Asotin,WA,Passenger,19,14,33,12700,12733,0.26
13163,May,2021,St. Clair,IL,Passenger,1,0,1,135,136,0.74
13164,May,2021,Cowlitz,WA,Passenger,218,136,354,72447,72801,0.49
13165,May,2021,Klickitat,WA,Passenger,66,47,113,15237,15350,0.74
13166,May,2021,Skagit,WA,Passenger,577,265,842,91964,92806,0.91
13167,May,2021,Walla Walla,WA,Passenger,110,72,182,36556,36738,0.5
13168,May,2021,Jones,GA,Passenger,1,0,1,1,2,50.0
13169,May,2021,Nueces,TX,Passenger,1,0,1,77,78,1.28
13170,May,2021,Allen,IN,Passenger,1,0,1,16,17,5.88
13171,May,2021,Clark,WA,Truck,0,0,0,84190,84190,0.0
13172,May,2021,Duval,FL,Passenger,0,2,2,334,336,0.6
13173,May,2021,Williamson,TX,Passenger,0,2,2,106,108,1.85
13174,May,2021,Rogers,OK,Passenger,1,0,1,3,4,25.0
13175,May,2021,Powhatan,VA,Passenger,1,0,1,1,2,50.0
13176,May,2021,Goochland,VA,Passenger,4,2,6,226,232,2.59
13177,May,2021,Contra Costa,CA,Passenger,3,3,6,267,273,2.2
13178,May,2021,Fresno,CA,Passenger,1,0,1,168,169,0.59
13179,May,2021,Morris,NJ,Passenger,1,0,1,14,15,6.67
13180,May,2021,Lincoln,WA,Truck,0,0,0,4754,4754,0.0
13181,May,2021,Columbia,WA,Truck,0,0,0,1552,1552,0.0
13182,May,2021,Arlington,VA,Passenger,0,1,1,137,138,0.72
13183,May,2021,Thurston,WA,Truck,0,0,0,56635,56635,0.0
13184,May,2021,Yakima,WA,Passenger,211,145,356,169299,169655,0.21
13185,May,2021,Benton,WA,Truck,0,0,0,43665,43665,0.0
13186,May,2021,Ventura,CA,Passenger,1,1,2,262,264,0.76
13187,May,2021,Hennepin,MN,Passenger,2,0,2,75,77,2.6
13188,May,2021,Stevens,WA,Passenger,42,45,87,30559,30646,0.28
13189,May,2021,Juneau,AK,Passenger,0,1,1,25,26,3.85
13190,May,2021,Wahkiakum,WA,Passenger,13,7,20,3113,3133,0.64
13191,May,2021,Fairfax,VA,Passenger,4,4,8,687,695,1.15
13192,May,2021,Garfield,WA,Passenger,0,2,2,1370,1372,0.15
13193,May,2021,Oldham,KY,Passenger,0,1,1,4,5,20.0
13194,May,2021,Thurston,WA,Passenger,1543,852,2395,198108,200503,1.19
13195,May,2021,Philadelphia,PA,Passenger,1,0,1,48,49,2.04
13196,May,2021,Kittitas,WA,Passenger,155,62,217,29978,30195,0.72
13197,May,2021,Santa Cruz,CA,Passenger,1,0,1,26,27,3.7
13198,May,2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
13199,May,2021,Moore,NC,Passenger,0,1,1,132,133,0.75
13200,May,2021,Riverside,CA,Passenger,5,1,6,551,557,1.08
13201,May,2021,Lake,IL,Passenger,2,0,2,154,156,1.28
13202,May,2021,Harris,TX,Passenger,1,1,2,195,197,1.02
13203,May,2021,Skagit,WA,Truck,1,0,1,33056,33057,0.0
13204,May,2021,Middlesex,MA,Passenger,1,1,2,93,95,2.11
13205,May,2021,Harrison,MS,Passenger,2,0,2,49,51,3.92
13206,May,2021,Charles,MD,Passenger,1,1,2,68,70,2.86
13207,May,2021,New Haven,CT,Passenger,0,2,2,29,31,6.45
13208,May,2021,Honolulu,HI,Passenger,5,2,7,397,404,1.73
13209,May,2021,District of Columbia,DC,Passenger,5,1,6,196,202,2.97
13210,May,2021,Maui,HI,Passenger,1,0,1,26,27,3.7
13211,May,2021,Dallas,TX,Passenger,1,0,1,158,159,0.63
13212,May,2021,Deschutes,OR,Passenger,1,0,1,112,113,0.88
13213,May,2021,Williams,ND,Passenger,0,1,1,7,8,12.5
13214,May,2021,Anchorage,AK,Passenger,1,0,1,137,138,0.72
13215,May,2021,Allegheny,PA,Passenger,1,1,2,64,66,3.03
13216,May,2021,Mason,WA,Passenger,207,136,343,48113,48456,0.71
13217,May,2021,San Diego,CA,Passenger,16,6,22,2601,2623,0.84
13218,May,2021,Lee,FL,Passenger,1,0,1,36,37,2.7
13219,May,2021,Prince George's,MD,Passenger,2,1,3,139,142,2.11
13220,May,2021,Carson City,NV,Passenger,1,0,1,10,11,9.09
13221,May,2021,Lane,OR,Passenger,0,1,1,126,127,0.79
13222,May,2021,Pierce,WA,Truck,0,0,0,145896,145896,0.0
13223,May,2021,Okanogan,WA,Truck,0,0,0,16755,16755,0.0
13224,May,2021,Kings,NY,Passenger,1,0,1,66,67,1.49
13225,May,2021,Kern,CA,Passenger,0,1,1,211,212,0.47
13226,May,2021,Monterey,CA,Passenger,0,1,1,148,149,0.67
13227,May,2021,Yakima,WA,Truck,0,0,0,61680,61680,0.0
13228,May,2021,Spokane,WA,Passenger,1030,624,1654,325579,327233,0.51
13229,May,2021,Placer,CA,Passenger,2,0,2,80,82,2.44
13230,May,2021,Queens,NY,Passenger,2,0,2,48,50,4.0
13231,May,2021,Suffolk,VA,Passenger,1,0,1,126,127,0.79
13232,May,2021,Cumberland,NC,Passenger,0,2,2,427,429,0.47
13233,May,2021,Boone,MO,Passenger,0,1,1,8,9,11.11
13234,May,2021,Virginia Beach,VA,Passenger,3,0,3,619,622,0.48
13235,May,2021,Sacramento,CA,Passenger,2,0,2,221,223,0.9
13236,May,2021,Franklin,WA,Passenger,117,95,212,61959,62171,0.34
13237,May,2021,Santa Clara,CA,Passenger,8,3,11,255,266,4.14
13238,May,2021,Miami-Dade,FL,Passenger,1,0,1,96,97,1.03
13239,May,2021,Bartow,GA,Passenger,0,1,1,4,5,20.0
13240,May,2021,Calvert,MD,Passenger,0,2,2,89,91,2.2
13241,May,2021,Jefferson,WA,Truck,0,0,0,9616,9616,0.0
13242,May,2021,Albemarle,VA,Passenger,1,0,1,19,20,5.0
13243,May,2021,Burlington,NJ,Passenger,0,1,1,129,130,0.77
13244,May,2021,Grays Harbor,WA,Truck,0,0,0,21430,21430,0.0
13245,May,2021,Cowlitz,WA,Truck,0,0,0,29142,29142,0.0
13246,May,2021,San Mateo,CA,Passenger,1,0,1,102,103,0.97
13247,May,2021,Pend Oreille,WA,Passenger,14,6,20,9275,9295,0.22
13248,May,2021,Douglas,NE,Passenger,1,1,2,49,51,3.92
13249,May,2021,Clark,NV,Passenger,4,2,6,618,624,0.96
13250,May,2021,Washington,MD,Passenger,1,0,1,13,14,7.14
13251,May,2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.7
13252,May,2021,Charleston,SC,Passenger,2,0,2,83,85,2.35
13253,May,2021,Broward,FL,Passenger,1,0,1,103,104,0.96
13254,May,2021,Ferry,WA,Truck,0,0,0,3661,3661,0.0
13255,May,2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0
13256,May,2021,Los Angeles,CA,Passenger,10,11,21,891,912,2.3
13257,May,2021,Greene,MO,Passenger,0,1,1,30,31,3.23
13258,May,2021,Camden,NJ,Passenger,0,1,1,15,16,6.25
13259,May,2021,Garfield,WA,Truck,0,0,0,999,999,0.0
13260,May,2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
13261,May,2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
13262,May,2021,Nassau,FL,Passenger,1,0,1,30,31,3.23
13263,May,2021,El Paso,CO,Passenger,3,0,3,675,678,0.44
13264,May,2021,Penobscot,ME,Passenger,0,1,1,9,10,10.0
13265,May,2021,DeKalb,GA,Passenger,1,0,1,57,58,1.72
13266,May,2021,Franklin,WA,Truck,0,0,0,20653,20653,0.0
13267,May,2021,Lewis,WA,Truck,0,0,0,26895,26895,0.0
13268,May,2021,Wichita,TX,Passenger,1,0,1,39,40,2.5
13269,May,2021,Salt Lake,UT,Passenger,0,1,1,173,174,0.57
13270,May,2021,Douglas,WA,Truck,0,0,0,12664,12664,0.0
13271,May,2021,Wahkiakum,WA,Truck,0,0,0,1799,1799,0.0
13272,May,2021,DuPage,IL,Passenger,1,0,1,52,53,1.89
13273,May,2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
13274,May,2021,Orange,CA,Passenger,4,3,7,425,432,1.62
13275,May,2021,Prince William,VA,Passenger,1,1,2,212,214,0.93
13276,May,2021,Norfolk,VA,Passenger,2,3,5,324,329,1.52
13277,May,2021,Mason,WA,Truck,0,0,0,21339,21339,0.0
13278,May,2021,Polk,FL,Passenger,1,0,1,54,55,1.82
13279,May,2021,Randolph,NC,Passenger,1,0,1,7,8,12.5
13280,May,2021,Whitman,WA,Truck,0,0,0,8571,8571,0.0
13281,May,2021,New London,CT,Passenger,1,2,3,223,226,1.33
13282,May,2021,King,WA,Truck,6,1,7,184688,184695,0.0
13283,May,2021,Stafford,VA,Passenger,2,1,3,98,101,2.97
13284,May,2021,Island,WA,Passenger,599,310,909,63247,64156,1.42
13285,May,2021,Danville,VA,Passenger,1,0,1,0,1,100.0
13286,May,2021,Houston,GA,Passenger,1,0,1,49,50,2.0
13287,May,2021,Island,WA,Truck,0,0,0,21611,21611,0.0
13288,May,2021,Manassas,VA,Passenger,0,1,1,7,8,12.5
13289,May,2021,Snohomish,WA,Passenger,5729,2002,7731,540294,548025,1.41
13290,May,2021,Alameda,CA,Passenger,3,0,3,237,240,1.25
13291,May,2021,Bucks,PA,Passenger,1,0,1,16,17,5.88
13292,May,2021,St. Mary's,MD,Passenger,1,0,1,208,209,0.48
13293,May,2021,Louisa,VA,Passenger,0,1,1,1,2,50.0
13294,May,2021,Maricopa,AZ,Passenger,5,4,9,1182,1191,0.76
13296,May,2021,Saginaw,MI,Passenger,1,0,1,8,9,11.11
13297,May,2021,Loudoun,VA,Passenger,1,0,1,74,75,1.33
13298,May,2021,Douglas,WA,Passenger,92,47,139,28516,28655,0.49
13299,May,2021,Travis,TX,Passenger,3,3,6,160,166,3.61
13300,May,2021,Kitsap,WA,Passenger,1796,833,2629,180423,183052,1.44
13301,May,2021,Richmond,GA,Passenger,0,1,1,77,78,1.28
13302,May,2021,Dakota,MN,Passenger,0,1,1,25,26,3.85
13303,May,2021,Rockingham,NH,Passenger,1,0,1,23,24,4.17
13304,May,2021,Walla Walla,WA,Truck,0,0,0,14041,14041,0.0
13305,May,2021,Grant,WA,Truck,0,0,0,27874,27874,0.0
13306,May,2021,Washington,OR,Passenger,1,0,1,387,388,0.26
13307,May,2021,Clallam,WA,Passenger,321,208,529,50426,50955,1.04
13308,May,2021,Boulder,CO,Passenger,0,1,1,45,46,2.17
13309,May,2021,Okaloosa,FL,Passenger,0,1,1,119,120,0.83
13310,May,2021,Okanogan,WA,Passenger,61,37,98,26414,26512,0.37
13311,May,2021,San Juan,WA,Truck,0,0,0,5926,5926,0.0
13312,May,2021,Jefferson,WA,Passenger,322,181,503,24893,25396,1.98
13313,May,2021,Sevier,AR,Passenger,0,1,1,0,1,100.0
13314,May,2021,Leavenworth,KS,Passenger,0,1,1,118,119,0.84
13315,May,2021,Snohomish,WA,Truck,1,0,1,126365,126366,0.0
13316,May,2021,Grant,WA,Passenger,102,87,189,66863,67052,0.28
13317,May,2021,Ulster,NY,Passenger,1,0,1,8,9,11.11
13318,May,2021,Spokane,WA,Truck,0,0,0,102090,102090,0.0
13319,May,2021,Shelby,OH,Passenger,0,1,1,1,2,50.0
13320,May,2021,Tulsa,OK,Passenger,1,0,1,39,40,2.5
13321,May,2021,Larimer,CO,Passenger,1,0,1,51,52,1.92
13322,May,2021,Chesapeake,VA,Passenger,0,4,4,387,391,1.02
13323,May,2021,Bradley,TN,Passenger,1,0,1,0,1,100.0
13324,May,2021,King,WA,Passenger,30043,8922,38965,1368667,1407632,2.77
13325,May,2021,Skamania,WA,Passenger,43,32,75,8395,8470,0.89
13326,May,2021,Wilson,TX,Passenger,0,1,1,3,4,25.0
13327,May,2021,Yamhill,OR,Passenger,1,0,1,36,37,2.7
13328,May,2021,Pacific,WA,Passenger,43,47,90,16070,16160,0.56
13329,May,2021,Douglas,CO,Passenger,0,1,1,74,75,1.33
13330,May,2021,Hillsborough,FL,Passenger,0,1,1,152,153,0.65
13331,May,2021,Sedgwick,KS,Passenger,0,1,1,86,87,1.15
13332,May,2021,Whitman,WA,Passenger,60,44,104,22016,22120,0.47
13333,May,2021,Kauai,HI,Passenger,1,0,1,16,17,5.88
13334,May,2021,Suffolk,MA,Passenger,0,2,2,33,35,5.71
13335,May,2021,Orange,FL,Passenger,1,0,1,108,109,0.92
13336,May,2021,Fairbanks North Star,AK,Passenger,0,1,1,84,85,1.18
13337,May,2021,Hudson,NJ,Passenger,1,0,1,41,42,2.38
13338,May,2021,Hawaii,HI,Passenger,1,0,1,47,48,2.08
13339,May,2021,Gwinnett,GA,Passenger,1,0,1,63,64,1.56
13340,May,2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
13341,May,2021,Pacific,WA,Truck,0,0,0,7939,7939,0.0
13342,May,2021,Anne Arundel,MD,Passenger,4,2,6,393,399,1.5
13343,May,2021,Spartanburg,SC,Passenger,0,1,1,52,53,1.89
13344,May,2021,St. Louis,MO,Passenger,1,0,1,81,82,1.22
13345,May,2021,Clark,WA,Passenger,2757,1368,4125,321959,326084,1.27
13346,May,2021,Richmond,NY,Passenger,1,0,1,9,10,10.0
13347,May,2021,Collin,TX,Passenger,1,1,2,113,115,1.74
13348,May,2021,Pima,AZ,Passenger,2,1,3,281,284,1.06
13349,May,2021,Chelan,WA,Truck,0,0,0,23102,23102,0.0
13350,May,2021,Grays Harbor,WA,Passenger,161,139,300,49369,49669,0.6
13351,May,2021,Alexandria,VA,Passenger,2,0,2,130,132,1.52
13352,May,2021,Whatcom,WA,Truck,4,0,4,43874,43878,0.01
13353,May,2021,Frederick,MD,Passenger,1,1,2,67,69,2.9
13354,May,2021,Stevens,WA,Truck,0,0,0,18957,18957,0.0
13355,May,2021,Montgomery,TX,Passenger,1,1,2,43,45,4.44
13356,May,2022,Danville,VA,Passenger,1,0,1,0,1,100.0
13357,May,2022,Kittitas,WA,Passenger,248,79,327,29757,30084,1.09
13358,May,2022,Baltimore,MD,Passenger,1,0,1,69,70,1.43
13359,May,2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
13360,May,2022,Tarrant,TX,Passenger,1,0,1,110,111,0.9
13361,May,2022,Bartow,GA,Passenger,0,1,1,3,4,25.0
13362,May,2022,Yellowstone,MT,Passenger,0,1,1,27,28,3.57
13363,May,2022,New London,CT,Passenger,2,5,7,191,198,3.54
13364,May,2022,Frederick,MD,Passenger,1,1,2,63,65,3.08
13365,May,2022,Virginia Beach,VA,Passenger,2,0,2,511,513,0.39
13366,May,2022,Duval,FL,Passenger,0,2,2,276,278,0.72
13367,May,2022,Pima,AZ,Passenger,1,0,1,221,222,0.45
13368,May,2022,Burlington,NJ,Passenger,0,2,2,109,111,1.8
13369,May,2022,Skagit,WA,Passenger,759,332,1091,90123,91214,1.2
13370,May,2022,Spokane,WA,Truck,1,0,1,102240,102241,0.0
13371,May,2022,Maricopa,AZ,Passenger,7,2,9,913,922,0.98
13372,May,2022,Lake,FL,Passenger,1,0,1,19,20,5.0
13373,May,2022,Powhatan,VA,Passenger,1,0,1,1,2,50.0
13374,May,2022,Wahkiakum,WA,Truck,0,0,0,1805,1805,0.0
13375,May,2022,Lee,FL,Passenger,1,0,1,29,30,3.33
13376,May,2022,Boone,MO,Passenger,0,1,1,9,10,10.0
13377,May,2022,Placer,CA,Passenger,2,0,2,64,66,3.03
13378,May,2022,Asotin,WA,Passenger,23,19,42,12730,12772,0.33
13379,May,2022,Montgomery,MD,Passenger,4,2,6,197,203,2.96
13380,May,2022,San Luis Obispo,CA,Passenger,1,0,1,54,55,1.82
13381,May,2022,Kings,NY,Passenger,1,0,1,58,59,1.69
13382,May,2022,Grays Harbor,WA,Passenger,205,158,363,49085,49448,0.73
13383,May,2022,Prince George's,MD,Passenger,2,1,3,119,122,2.46
13384,May,2022,Hidalgo,TX,Passenger,0,1,1,52,53,1.89
13385,May,2022,Fresno,CA,Passenger,1,0,1,137,138,0.72
13386,May,2022,Clark,NV,Passenger,4,2,6,511,517,1.16
13387,May,2022,St. Mary's,MD,Passenger,1,0,1,190,191,0.52
13388,May,2022,Spartanburg,SC,Passenger,0,1,1,40,41,2.44
13389,May,2022,Chesapeake,VA,Passenger,2,3,5,335,340,1.47
13390,May,2022,Multnomah,OR,Passenger,0,4,4,533,537,0.74
13391,May,2022,Oldham,KY,Passenger,0,1,1,4,5,20.0
13392,May,2022,Adams,WA,Passenger,16,10,26,12957,12983,0.2
13393,May,2022,Harnett,NC,Passenger,2,0,2,140,142,1.41
13394,May,2022,Kitsap,WA,Passenger,2354,1031,3385,178653,182038,1.86
13395,May,2022,Wichita,TX,Passenger,1,0,1,38,39,2.56
13396,May,2022,Suffolk,VA,Passenger,1,0,1,119,120,0.83
13397,May,2022,Collin,TX,Passenger,2,0,2,84,86,2.33
13398,May,2022,New Haven,CT,Passenger,0,2,2,27,29,6.9
13399,May,2022,Geary,KS,Passenger,1,0,1,82,83,1.2
13400,May,2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
13401,May,2022,Pacific,WA,Passenger,60,68,128,15915,16043,0.8
13402,May,2022,El Paso,CO,Passenger,3,1,4,590,594,0.67
13403,May,2022,El Paso,TX,Passenger,2,0,2,330,332,0.6
13404,May,2022,New York,NY,Passenger,1,0,1,33,34,2.94
13405,May,2022,DeKalb,GA,Passenger,1,0,1,46,47,2.13
13406,May,2022,Hudson,NJ,Passenger,2,0,2,34,36,5.56
13407,May,2022,Elmore,ID,Passenger,1,0,1,12,13,7.69
13408,May,2022,Sonoma,CA,Passenger,0,1,1,74,75,1.33
13409,May,2022,Richmond,GA,Passenger,0,1,1,64,65,1.54
13410,May,2022,Middlesex,MA,Passenger,1,1,2,74,76,2.63
13411,May,2022,King,WA,Truck,43,1,44,181226,181270,0.02
13412,May,2022,Spokane,WA,Passenger,1543,832,2375,325374,327749,0.72
13413,May,2022,Rogers,OK,Passenger,1,0,1,1,2,50.0
13414,May,2022,Travis,TX,Passenger,1,0,1,106,107,0.93
13415,May,2022,Louisa,VA,Passenger,0,1,1,1,2,50.0
13416,May,2022,Manassas,VA,Passenger,0,1,1,7,8,12.5
13417,May,2022,Cumberland,NC,Passenger,1,2,3,359,362,0.83
13418,May,2022,Santa Clara,CA,Passenger,10,1,11,216,227,4.85
13419,May,2022,Washington,MD,Passenger,2,0,2,14,16,12.5
13420,May,2022,Pennington,SD,Passenger,2,0,2,27,29,6.9
13421,May,2022,Kauai,HI,Passenger,1,0,1,16,17,5.88
13422,May,2022,Miami-Dade,FL,Passenger,1,0,1,77,78,1.28
13423,May,2022,San Juan,WA,Truck,1,0,1,5979,5980,0.02
13424,May,2022,Douglas,NE,Passenger,1,2,3,42,45,6.67
13425,May,2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
13426,May,2022,Kitsap,WA,Truck,3,0,3,53699,53702,0.01
13427,May,2022,District of Columbia,DC,Passenger,5,0,5,177,182,2.75
13428,May,2022,Sarpy,NE,Passenger,1,0,1,51,52,1.92
13429,May,2022,Houston,GA,Passenger,1,0,1,33,34,2.94
13430,May,2022,Harris,TX,Passenger,2,0,2,140,142,1.41
13431,May,2022,Franklin,WA,Truck,0,0,0,20926,20926,0.0
13432,May,2022,Ray,MO,Passenger,0,1,1,1,2,50.0
13433,May,2022,Howard,MD,Passenger,0,1,1,54,55,1.82
13434,May,2022,Columbia,WA,Passenger,7,0,7,2441,2448,0.29
13435,May,2022,Pierce,WA,Truck,5,0,5,142329,142334,0.0
13436,May,2022,Adams,WA,Truck,0,0,0,5475,5475,0.0
13437,May,2022,Walla Walla,WA,Truck,0,0,0,13969,13969,0.0
13438,May,2022,Lincoln,WA,Truck,0,0,0,4839,4839,0.0
13439,May,2022,Clallam,WA,Passenger,410,244,654,49775,50429,1.3
13440,May,2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11
13441,May,2022,Douglas,WA,Truck,0,0,0,12770,12770,0.0
13442,May,2022,Clark,WA,Truck,5,0,5,82915,82920,0.01
13443,May,2022,Howard,IN,Passenger,0,1,1,4,5,20.0
13445,May,2022,Anne Arundel,MD,Passenger,4,4,8,343,351,2.28
13446,May,2022,Stevens,WA,Passenger,64,54,118,30097,30215,0.39
13447,May,2022,Philadelphia,PA,Passenger,1,0,1,34,35,2.86
13448,May,2022,Bell,TX,Passenger,1,0,1,318,319,0.31
13449,May,2022,San Bernardino,CA,Passenger,1,1,2,323,325,0.62
13450,May,2022,Richmond,NY,Passenger,1,0,1,6,7,14.29
13451,May,2022,Jefferson,NY,Passenger,0,1,1,203,204,0.49
13452,May,2022,Douglas,CO,Passenger,0,1,1,71,72,1.39
13453,May,2022,Richland,SC,Passenger,0,1,1,124,125,0.8
13454,May,2022,Jefferson,WA,Truck,0,0,0,9493,9493,0.0
13455,May,2022,Sevier,AR,Passenger,0,1,1,0,1,100.0
13456,May,2022,Kittitas,WA,Truck,1,0,1,14675,14676,0.01
13457,May,2022,Harrison,MS,Passenger,2,0,2,44,46,4.35
13458,May,2022,Honolulu,HI,Passenger,5,4,9,319,328,2.74
13459,May,2022,Contra Costa,CA,Passenger,0,4,4,251,255,1.57
13460,May,2022,Fairbanks North Star,AK,Passenger,0,1,1,75,76,1.32
13461,May,2022,Hawaii,HI,Passenger,1,0,1,35,36,2.78
13462,May,2022,Okanogan,WA,Passenger,82,51,133,26409,26542,0.5
13463,May,2022,Pinellas,FL,Passenger,0,1,1,74,75,1.33
13464,May,2022,Grant,WA,Passenger,166,97,263,66720,66983,0.39
13465,May,2022,Ulster,NY,Passenger,1,0,1,9,10,10.0
13466,May,2022,Cowlitz,WA,Truck,1,1,2,28601,28603,0.01
13467,May,2022,Pend Oreille,WA,Truck,0,0,0,5629,5629,0.0
13468,May,2022,Lane,OR,Passenger,0,1,1,91,92,1.09
13469,May,2022,Lake,IL,Passenger,3,0,3,139,142,2.11
13470,May,2022,Klickitat,WA,Passenger,99,54,153,15249,15402,0.99
13471,May,2022,Lewis,WA,Passenger,231,173,404,59518,59922,0.67
13472,May,2022,Ventura,CA,Passenger,1,1,2,229,231,0.87
13473,May,2022,Moore,NC,Passenger,0,1,1,114,115,0.87
13474,May,2022,Los Angeles,CA,Passenger,8,8,16,763,779,2.05
13475,May,2022,Adams,CO,Passenger,1,0,1,38,39,2.56
13476,May,2022,Okanogan,WA,Truck,0,0,0,16665,16665,0.0
13477,May,2022,Broward,FL,Passenger,2,0,2,76,78,2.56
13478,May,2022,Leavenworth,KS,Passenger,0,1,1,102,103,0.97
13479,May,2022,Orange,FL,Passenger,1,0,1,91,92,1.09
13480,May,2022,Asotin,WA,Truck,0,0,0,6709,6709,0.0
13481,May,2022,Yakima,WA,Passenger,325,189,514,167089,167603,0.31
13482,May,2022,San Diego,CA,Passenger,14,9,23,2265,2288,1.01
13483,May,2022,Onslow,NC,Passenger,0,1,1,158,159,0.63
13484,May,2022,Albemarle,VA,Passenger,1,0,1,16,17,5.88
13485,May,2022,Garfield,WA,Truck,0,0,0,981,981,0.0
13486,May,2022,Nassau,NY,Passenger,2,0,2,26,28,7.14
13487,May,2022,Charleston,SC,Passenger,2,1,3,59,62,4.84
13488,May,2022,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
13489,May,2022,Bexar,TX,Passenger,4,3,7,434,441,1.59
13490,May,2022,Alameda,CA,Passenger,4,0,4,185,189,2.12
13491,May,2022,Las Animas,CO,Passenger,1,0,1,1,2,50.0
13492,May,2022,St. Louis,MO,Passenger,1,0,1,64,65,1.54
13493,May,2022,Clackamas,OR,Passenger,2,0,2,143,145,1.38
13494,May,2022,Williams,ND,Passenger,0,1,1,6,7,14.29
13495,May,2022,Escambia,FL,Passenger,0,1,1,130,131,0.76
13496,May,2022,Skamania,WA,Truck,0,0,0,3971,3971,0.0
13497,May,2022,Whitman,WA,Truck,0,0,0,8562,8562,0.0
13498,May,2022,Sumter,SC,Passenger,0,1,1,32,33,3.03
13499,May,2022,Wahkiakum,WA,Passenger,22,10,32,3085,3117,1.03
13500,May,2022,Fairfax,VA,Passenger,6,3,9,607,616,1.46
13501,May,2022,Arapahoe,CO,Passenger,0,1,1,77,78,1.28
